% Model:              20240422_3B_SEM_sweep_reduced.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 26 2025, 14:18
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
2.083557583100000E14                              1.421508235052218E0-3.255565121656628E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.716987032460770E-2+1.871731937109198E-1i
2.083557583100000E14                              1.421551083236956E0-3.134488235383794E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.860908728343305E-2-5.862508189249230E-2i
2.083557583100000E14                              1.425640758145872E0-1.673303106961204E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.836590205877244E-1-4.057684701080449E-1i
2.083557583100000E14                              1.425697123731823E0-1.689521054688366E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.947442473583510E-2-9.134254059538090E-2i
2.106042017450000E14                              1.421474973768532E0-2.595694868500817E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.911409463515179E-3-1.010556347962024E-5i
2.106042017450000E14                              1.421919308665684E0-3.157410780452920E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.946098359647022E-2+1.842418974270216E-1i
2.106042017450000E14                              1.421961442470727E0-3.033147040681832E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.261700341158210E-2-5.859792544693776E-2i
2.106042017450000E14                              1.426018257773014E0-1.527930106797929E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.060580718128907E-1-5.219742006729736E-1i
2.106042017450000E14                              1.426072860011003E0-1.543349024112554E-5i         0.000000000000000E0                               5.892294567188700E-12                             -5.884867313545037E-2-8.385737212274098E-2i
2.128526451800000E14                              1.421871240381753E0-2.510206136413897E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.342772849259640E-3+1.147629919331786E-3i
2.128526451800000E14                              1.422323101835482E0-3.050796671751782E-4i         0.000000000000000E0                               5.892294567188700E-12                             -6.829180193191570E-2+1.820039493440665E-1i
2.128526451800000E14                              1.422363953594147E0-2.945334846546650E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.144981532975204E-2-6.799611390547383E-2i
2.128526451800000E14                              1.426390711524353E0-1.390887730755125E-5i         1.000000000000000E0                               5.892294567188700E-12                             1.639645918453162E-1-7.875861994531205E-1i
